id,question,reference_answer,expected_chunk_ids,expected_document_ids,expected_document_version_ids,expected_keywords,expects_abstention,category,status
eval-043,"Selon «Dossier_Partenariat_B2B_TelcoAI», que précise le corpus sur le point suivant : dès la phase de déploiement. + Risque de dépendance commerciale à un client unique de grande taille : recommandation de  ?",dès la phase de déploiement. + Risque de dépendance commerciale à un client unique de grande taille : recommandation de poursuivre en parallèle la diversification du portefeuille B2B. + Risque de non-respect du SLA en cas d'incident réseau majeur : recommandation de formaliser une procédure d'escalade prioritaire avec le NOC pour les clients TelcoAI BUSINESS CONNECT. + Risque de confidentialité des données du partenaire (secteur bancaire) : recommandation de coordination avec la Direction Cybersécurité Télécom et la Direction Juridique pour les clauses de protection des données. + 9.,[19],[5],[5],"[""phase"", ""déploiement"", ""Risque"", ""dépendance"", ""commerciale"", ""client"", ""unique"", ""grande""]",False,factual,candidate_review
eval-044,"Selon «DOC08_IA_Projet_Radar», que précise le corpus sur le point suivant : Le Projet Radar vise à automatiser une partie de cette détection pour réduire le délai d'identification des dégradations ?","Le Projet Radar vise à automatiser une partie de cette détection pour réduire le délai d'identification des dégradations. + Description + Le système analyse en continu les KPI radio (taux de coupure d'appel, débit, taux de handover) et les compteurs de disponibi",[129],[26],[26],"[""Projet"", ""Radar"", ""automatiser"", ""partie"", ""cette"", ""détection"", ""réduire"", ""délai""]",False,factual,candidate_review
eval-045,"Selon «DOC26_Juridique_Accords_Interconnexion», que précise le corpus sur le point suivant : e de certaines zones à l'accord d'itinérance nationale tant que le backbone fibre propre n'est pas étendu, ce qui expose ?","e de certaines zones à l'accord d'itinérance nationale tant que le backbone fibre propre n'est pas étendu, ce qui expose Bomoko Telecom aux conditions tarifaires du partenaire tiers dans ces zones. + Conclusion + Les accords d'interconnexion et de partage d'infrastructure demeurent un levier nécessaire à la couverture nationale actuelle, appelé à se réduire progressivement à mesure que le Projet Fibre Nationale s'achève.",[142],[29],[29],"[""certaines"", ""zones"", ""accord"", ""itinérance"", ""nationale"", ""backbone"", ""fibre"", ""propre""]",False,factual,candidate_review
eval-046,"Selon «Politique_Conformite_Reglementaire_TelcoAI», que précise le corpus sur le point suivant : Indicateurs ou données pertinentes + Nombre de non-conformités identifiées par domaine et par trimestre. + Délai moyen d ?","Indicateurs ou données pertinentes + Nombre de non-conformités identifiées par domaine et par trimestre. + Délai moyen de traitement et de correction d'une non-conformité identifiée. + Taux de respect des délais de transmission des rapports réglementaires à l'ACRT. + Nombre de licences et autorisations en cours de validité, par type de service. + 8.",[156],[32],[32],"[""Indicateurs"", ""données"", ""pertinentes"", ""Nombre"", ""conformités"", ""identifiées"", ""domaine"", ""trimestre""]",False,factual,candidate_review
eval-047,"Selon «Procedure_Gestion_Licences_Spectre_TelcoAI», que précise le corpus sur le point suivant : Indicateurs ou données pertinentes + Nombre de licences actives et en cours de validité, par technologie. + Délai moyen  ?","Indicateurs ou données pertinentes + Nombre de licences actives et en cours de validité, par technologie. + Délai moyen de traitement des demandes de renouvellement par l'ACRT. + Nombre de zones pilotes 5G couvertes par l'autorisation en vigueur. + Nombre de non-conformités liées à l'utilisation du spectre détectées lors des contrôles internes. + 8.",[164],[33],[33],"[""Indicateurs"", ""données"", ""pertinentes"", ""Nombre"", ""licences"", ""actives"", ""cours"", ""validité""]",False,factual,candidate_review
eval-048,"Selon «DOC23_Marketing_Etude_Marche_Concurrentiel», que précise le corpus sur le point suivant : ├ëtude du marché télécom et analyse concurrentielle + Objectif + Présenter une analyse du marché télécom national et du  ?","├ëtude du marché télécom et analyse concurrentielle + Objectif + Présenter une analyse du marché télécom national et du positionnement des offres de Bomoko Telecom par rapport aux principaux concurrents, afin d'orienter les campagnes marketing 2026. + Description + Segment prépayé : marché fortement disputé sur le prix des offres voix/SMS, avec une différenciation limitée entre opérateurs. + Segment data mobile : différenciation possible sur la qualité de couverture 4G et l'avance sur la 5G. + Segment fixe/entreprise : concurrence plus faible sur la fibre résidentielle, opportunité de différenciation via le pilote FTTH de Kinshasa. + Recommandations + Concentrer les campagnes marketing 2026 sur la différenciation par la qualité de couverture data et l'avance 5G plutôt que sur une compétition tarifaire dire",[170],[35],[35],"[""ëtude"", ""marché"", ""télécom"", ""analyse"", ""concurrentielle"", ""Objectif"", ""Présenter"", ""national""]",False,factual,candidate_review
eval-049,"Selon «Procedure_Coordination_Incident_Majeur_TelcoAI», que précise le corpus sur le point suivant : l'incident par le NOC et qualification initiale de sa sévérité selon la grille définie. + Activation de la cellule de cr ?","l'incident par le NOC et qualification initiale de sa sévérité selon la grille définie. + Activation de la cellule de crise dans le délai correspondant au niveau de sévérité identifié. + Désignation d'un coordinateur d'incident, généralement rattaché à la Direction des Opérations Télécom, chargé de centraliser les informations et de piloter la communication interne. + Point de situation régulier (toutes les 30 minutes pour un incident P1) entre les équipes techniques et la cellule de crise. + Coordination avec la Direction Marketing et Communication pour la diffusion d'une communication aux abonnés en cas d'impact étendu ou prolongé, conformément à la stratégie de communication lors d'une panne majeure. + Information continue de la Direction Support Client pour assurer la cohérence des messages tra",[222],[47],[47],"[""incident"", ""qualification"", ""initiale"", ""sévérité"", ""selon"", ""grille"", ""définie"", ""Activation""]",False,factual,candidate_review
eval-050,"Selon «Politique_SLA_TelcoAI», que précise le corpus sur le point suivant : Indicateurs ou données pertinentes + Taux de respect du délai de réponse initial, par segment. + Taux de respect du déla ?","Indicateurs ou données pertinentes + Taux de respect du délai de réponse initial, par segment. + Taux de respect du délai de résolution cible, par segment. + Nombre de dépassements de SLA entra├«nant une pénalité contractuelle, par trimestre. + Disponibilité réelle mesurée pour les clients BUSINESS CONNECT critique, comparée à l'engagement de 99,9 %. + 8.",[258],[54],[54],"[""Indicateurs"", ""données"", ""pertinentes"", ""respect"", ""délai"", ""réponse"", ""initial"", ""segment""]",False,factual,candidate_review
eval-051,"Selon «DOC37_NOC_Tableau_Bord_KPI_Reseau_Fevrier2026», que précise le corpus sur le point suivant : LM-RAN-4G-021 + KIN-ENB-027 | Kinshasa | 4G/LTE | 0.01 | 41 | 0.968 | 0.95 | Conforme + KIN-BTS-003 | Kinshasa | 2G/3G ( ?","LM-RAN-4G-021 + KIN-ENB-027 | Kinshasa | 4G/LTE | 0.01 | 41 | 0.968 | 0.95 | Conforme + KIN-BTS-003 | Kinshasa | 2G/3G (legacy) | 0.021 | 4 | 0.935 | 0.95 | Alerte | ALM-RAN-4G-021 + LUB-ENB-032 | Lubumbashi | 4G/LTE | 0.011 | 37 | 0.956 | 0.95 | Conforme + LUB-GNB-001 | Lubumbashi | 5G NR | N/D | N/D | N/D | 0.95 | N/D (site en cours de déploiement) + LUB-BTS-005 | Lubumbashi | 2G/3G (legacy) | 0.019 | 3.5 | 0.94 | 0.95 | Alerte | ALM-RAN-4G-021 + GOM-ENB-008 | Goma | 4G/LTE | 0.013 | 33 | 0.938 | 0.95 | Alerte | ALM-RAN-4G-021 + BUK-ENB-005 | Bukavu | 4G/LTE | 0.01 | 35 | 0.959 | 0.95 | Conforme + Synthèse + Nombre de sites suivis | 10 + Nombre de sites en alerte handover | 4 + Taux moyen de handover (sites actifs) | 0.950333333333333 + Débit moyen descendant 4G/5G (sites actifs, Mbps) | 157.388888888889 + Notes",[282],[60],[60],"[""Kinshasa"", ""Conforme"", ""legacy"", ""Alerte"", ""Lubumbashi"", ""cours"", ""déploiement"", ""Bukavu""]",False,factual,candidate_review
eval-052,"Selon «DOC41_Commercial_Suivi_Abonnes_2025_2026 (1)», que précise le corpus sur le point suivant : BOMOKO-DM-RPT-033 et BOMOKO-DAF-RPT-018 pour le détail du T4 2025, non repris ici au niveau ville. + Mois | Abonnés acti ?","BOMOKO-DM-RPT-033 et BOMOKO-DAF-RPT-018 pour le détail du T4 2025, non repris ici au niveau ville. + Mois | Abonnés actifs totaux (k) | Croissance mensuelle (%) | Part 4G/5G data (%) | Abonnés FTTH nationaux + 2025-01 | 9200 | 0.45 | 9500 + 2025-02 | 9225 | 0.00271739130434783 | 0.453 | 9800 + 2025-03 | 9250 | 0.002710027100271 | 0.455 | 10100 + 2025-04 | 9280 | 0.00324324324324324 | 0.458 | 10500 + 2025-05 | 9310 | 0.00323275862068966 | 0.46 | 10900 + 2025-06 |",[9],[4],[4],"[""BOMOKO"", ""détail"", ""repris"", ""niveau"", ""ville"", ""Abonnés"", ""actifs"", ""totaux""]",False,factual,candidate_review
eval-053,"Selon «Analyse_Rentabilite_5G_TelcoAI», que précise le corpus sur le point suivant : ANALYSE DE RENTABILIT├ë ÔÇö D├ëPLOIEMENT 5G PHASE 1 (KINSHASA) + Direction Financière + Entreprise : TELCOAI S.A. (Telco ?",ANALYSE DE RENTABILIT├ë ÔÇö D├ëPLOIEMENT 5G PHASE 1 (KINSHASA) + Direction Financière + Entreprise : TELCOAI S.A. (TelcoAI) + Département : Direction Financière + Classification : RESTRICTED + Date : 05 mars N + Version : 1.0 + Auteur : ├ëquipe Contrôle de Gestion ÔÇö Direction Financière + Statut : Présenté au comité d'investissement + Projet associé : PROJECT KINSHASA 5G + 1.,[106],[20],[20],"[""ANALYSE"", ""RENTABILIT"", ""ëPLOIEMENT"", ""PHASE"", ""KINSHASA"", ""Direction"", ""Financière"", ""Entreprise""]",False,factual,candidate_review
eval-054,"Selon «DOC42_Accord_Itinerance_Nationale_Kivu_Access (1)», que précise le corpus sur le point suivant : om S.A. et Kivu + Access Telecom SARL sur les axes o├╣ l'une des parties ne dispose pas encore de son propre + backbone  ?","om S.A. et Kivu + Access Telecom SARL sur les axes o├╣ l'une des parties ne dispose pas encore de son propre + backbone en fibre optique, afin d'assurer la continuité du trafic voix et données des abonnés des deux + opérateurs. + Périmètre géographique + Le présent accord couvre en priorité les axes de transmission Kinshasa—Goma et Lubumbashi—Goma, + actuellement exploités par Bomoko Telecom au moyen des circuits MPLS-KIN-GOM-003 et + MPLS-LUB-GOM-006 (faisceaux hertziens), ainsi que la desserte locale de la ville de Bukavu o├╣ Kivu + Access Telecom dispose d'une capacité de transmission propre mise à disposition de Bomoko Telecom + dans le cadre du présent accord. + Conditions techniques et financières + ├ëlément + Condition + Capacité minimale garantie + 500 Mbps sur l'axe Bukavu, extensible sur demande sous 60 jours",[148],[31],[31],"[""Access"", ""Telecom"", ""parties"", ""dispose"", ""encore"", ""propre"", ""backbone"", ""fibre""]",False,factual,candidate_review
eval-055,"Selon «DOC29_Marketing_Communique_Presse_5G_Lubumbashi (1)», que précise le corpus sur le point suivant : Ce déploiement s'inscrit dans le Projet Sentinelle 5G et confirme l'ambition de l'opérateur de devenir la référence télé ?",Ce déploiement s'inscrit dans le Projet Sentinelle 5G et confirme l'ambition de l'opérateur de devenir la référence télécom d'Afrique centrale d'ici 2030. + Les abonnés de Lubumbashi équipés d'un terminal compatible peuvent désormais souscrire aux offres 5G de Bomoko Telecom dans les principaux points de vente de la ville et via les canaux digitaux de l'opérateur. + Cette annonce,[172],[36],[36],"[""déploiement"", ""inscrit"", ""Projet"", ""Sentinelle"", ""confirme"", ""ambition"", ""opérateur"", ""devenir""]",False,factual,candidate_review
eval-056,"Selon «Etude_Segmentation_Abonnes_TelcoAI», que précise le corpus sur le point suivant : Indicateurs ou données pertinentes + Répartition du parc d'abonnés par segment (voir tableau section 4). + Taux de migra ?","Indicateurs ou données pertinentes + Répartition du parc d'abonnés par segment (voir tableau section 4). + Taux de migration inter-segments observé sur les 12 derniers mois. + ARPU moyen par segment, utilisé en complément des indicateurs commerciaux globaux. + Taux de désabonnement (churn) par segment, pour identifier les segments à risque. + 8.",[180],[38],[38],"[""Indicateurs"", ""données"", ""pertinentes"", ""Répartition"", ""abonnés"", ""segment"", ""tableau"", ""section""]",False,factual,candidate_review
eval-057,"Selon «DOC32_NOC_Catalogue_Codes_Alarme», que précise le corpus sur le point suivant : alarme reçue par le NOC est qualifiée selon ce catalogue et traitée conformément aux délais d'escalade définis par la pr ?","alarme reçue par le NOC est qualifiée selon ce catalogue et traitée conformément aux délais d'escalade définis par la procédure de gestion des incidents (BOMOKO-NOC) : escalade immédiate pour le niveau 3, sous 30 minutes pour le niveau 2. + Responsabilités + Le NOC est responsable de la qualification initiale selon ce catalogue ; chaque direction technique désignée est responsable du traitement de l'alarme dans son périmètre. + Conclusion + Ce catalogue constitue la référence commune utilisée par le NOC et les directions techniques pour qualifier de façon homogène les alarmes réseau et pour la rédaction des rapports d'incident.",[202],[43],[43],"[""alarme"", ""reçue"", ""qualifiée"", ""selon"", ""catalogue"", ""traitée"", ""conformément"", ""délais""]",False,factual,candidate_review
eval-058,"Selon «DOC44_DG_Compte_Rendu_Reunion_Janvier2027», que précise le corpus sur le point suivant : Les resultats de l'exercice 2026 sont + juges superieurs aux objectifs initiaux sur les abonnes (10,1 millions contre un ?","Les resultats de l'exercice 2026 sont + juges superieurs aux objectifs initiaux sur les abonnes (10,1 millions contre un + objectif implicite d'environ 9,8 millions a ce stade) et sur la part des abonnes en + offres data 4G/5G (55% contre un objectif intermediaire d'environ 52%). + Decision : le Comite de Direc",[101],[19],[19],"[""resultats"", ""exercice"", ""juges"", ""superieurs"", ""objectifs"", ""initiaux"", ""abonnes"", ""millions""]",False,factual,candidate_review
eval-059,"Selon «Rapport_CAPEX_Annuel_TelcoAI», que précise le corpus sur le point suivant : RAPPORT CAPEX ANNUEL ÔÇö ANN├ëE N + Direction Financière + Entreprise : TELCOAI S.A. (TelcoAI) + Département : Direction ?","RAPPORT CAPEX ANNUEL ÔÇö ANN├ëE N + Direction Financière + Entreprise : TELCOAI S.A. (TelcoAI) + Département : Direction Financière + Classification : CONFIDENTIAL + Date : 28 février N + Version : 1.0 + Auteur : Olivier Tshibangu, Directeur Financier + Statut : Validé par la Direction Générale + Projet associé : PROJECT CONNECT RDC, PROJECT KINSHASA 5G, PROJECT FIBER EXPANSION, PROJECT NETWORK RELIABILITY, PROJECT SMART NETWORK + 1.",[122],[25],[25],"[""RAPPORT"", ""CAPEX"", ""ANNUEL"", ""Direction"", ""Financière"", ""Entreprise"", ""TELCOAI"", ""TelcoAI""]",False,factual,candidate_review
eval-060,"Selon «DOC20_IA_Detection_Fraude_Telecom», que précise le corpus sur le point suivant : vec la localisation des cellules concernées pour identifier des concentrations suspectes de cartes SIM sur un même site ?","vec la localisation des cellules concernées pour identifier des concentrations suspectes de cartes SIM sur un même site. + Génération d'alertes transmises à la Direction Cybersécurité Télécom pour investigation et, le cas échéant, suspension du profil concerné en coordination avec la Direction Core Network et Services. + Risques + Risque de faux positifs pour des usages professionnels légitimes à fort volume d'appels. + Risque d'adaptation des schémas de fraude en réponse aux mesures de détection. + Recommandations + Maintenir une validation humaine systématique par la Direction Cybersécurité Télécom avant toute suspension de profil, afin d'éviter les faux positifs sur des usages professionnels légitimes. + Conclusion + Le dispositif de détection de fraude par analyse du trafic complète les mesures de séc",[134],[27],[27],"[""localisation"", ""cellules"", ""concernées"", ""identifier"", ""concentrations"", ""suspectes"", ""cartes"", ""Génération""]",False,factual,candidate_review
eval-061,"Selon «DOC39_NOC_Journal_Astreinte_Mars2026», que précise le corpus sur le point suivant : Point de vigilance deja identifie dans le tableau de bord + KPI de fevrier 2026 (BOMOKO-DTR-KPI-2026-02), lie a la capac ?","Point de vigilance deja identifie dans le tableau de bord + KPI de fevrier 2026 (BOMOKO-DTR-KPI-2026-02), lie a la capacite limitee du circuit de + transmission hertzien MPLS-KIN-GOM-003 desservant la zone. + --- + SYNTHESE DU MOIS + Nombre total d'alarmes traitees en astreinte : 8 + Nombre d'incidents ayant fait l'objet d'un rapport formel distinct : 1 (Niveau 3, + passerelle EPC, 18/03/2026) + Points de vigilance recurrents : zone de Limete a Kinshasa (saturation 4G), zone de + Goma (capacite de transmission hertzienne limitee), site legacy KIN-BTS-003 (candidat + migration 4G",[207],[44],[44],"[""Point"", ""vigilance"", ""identifie"", ""tableau"", ""fevrier"", ""BOMOKO"", ""capacite"", ""limitee""]",False,factual,candidate_review
eval-062,"Selon «DOC27_DTR_Registre_Sites_Equipements», que précise le corpus sur le point suivant : Registre des sites radio et équipements ÔÇö Zone Kinshasa et Lubumbashi + Objectif + Recenser les sites radio actifs et  ?","Registre des sites radio et équipements ÔÇö Zone Kinshasa et Lubumbashi + Objectif + Recenser les sites radio actifs et en cours de déploiement sur les zones de Kinshasa et Lubumbashi, avec leur code d'identification, leur technologie, leur fournisseur d'équipement et leur statut opérationnel. + Champ d'application + Ce registre couvre les sites radio (BTS, eNodeB, gNodeB) exploités directement par Bomoko Telecom sur les deux zones prioritaires du Projet Sentinelle 5G.",[275],[58],[58],"[""Registre"", ""sites"", ""radio"", ""équipements"", ""Kinshasa"", ""Lubumbashi"", ""Objectif"", ""Recenser""]",False,factual,candidate_review
eval-063,"Selon «Articles tekis», que précise le corpus sur le point suivant : positionnement scientifique précis de cette architecture + par rapport à l’état de l’art; (ii) présenter la conception + ?","positionnement scientifique précis de cette architecture + par rapport à l’état de l’art; (ii) présenter la conception + de l’architecture proposée ÔÇö retrieval hybride, graphe + de connaissances, gestion temporelle, contrôle d’accès, + génération evidence-first ÔÇö et le protocole d’évaluation + prévupoursavalidationexpérimentalefuture.Lemanuscrit + est organisé comme suit : la section 2 présente la revue de + littérature et le gap scientifique identifié; la section 3 décrit + la méthodologie et l’architecture proposées; la section 4 + présente les résultats de l’analyse comparative; la section + 5 discute les apports et les limites de cette conception; la + section 6 conclut et identifie les travaux futurs. + II.",[302],[64],[64],"[""positionnement"", ""scientifique"", ""précis"", ""cette"", ""architecture"", ""rapport"", ""présenter"", ""conception""]",False,factual,candidate_review
eval-064,"Selon «DOC45_NOC_Export_Tickets_Mars2026», que précise le corpus sur le point suivant : EXPORT BRUT - JOURNAL DES TICKETS NOC + SYSTEME : Bomoko-NOC-TicketSystem v3 + PERIODE EXPORT : 2026-03-01 00:00:00 - 20 ?","EXPORT BRUT - JOURNAL DES TICKETS NOC + SYSTEME : Bomoko-NOC-TicketSystem v3 + PERIODE EXPORT : 2026-03-01 00:00:00 - 2026-03-31 23:59:59 + GENERE LE : 2026-04-01 06:00:12 + DOCUMENT_ID : BOMOKO-NOC-EXPORT-2026-03 + CLASSIFICATION : INTERNAL + FORMAT : texte brut, champs separes par pipe (|) + CHAMPS : TICKET_ID|TIMESTAMP|CODE_SITE_OU_CIRCUIT|CODE_ALARME|NIVEAU|STATUT|DUREE_MIN + TICKET_ID|TIMESTAMP|CODE_SITE_OU_CIRCUIT|CODE_ALARME|NIVEAU|STATUT|DUREE_MIN + TCK-2026-03-0041|2026-03-02T08:15:00|KIN-ENB-014|ALM-RAN-4G-021|1|CLOTURE|0 + TCK-2026-03-0042|2026-03-05T22:40:00|MPLS-KIN-GOM-003|ALM-TRANS-FH-009|1|CLOTURE|70 + TCK-2026-03-0043|2026-03-09T14:05:00|LUB-GNB-001|N/A|0|CLOTURE|0 + TCK-2026-03-0044|2026-03-14T09:00:00|MPLS-KIN-MAT-002|N/A|0|CLOTURE|0 + TCK-2026-03-0045|2026-03-18T03:20:00|KIN-CORE-EPC-01|ALM-COR",[209],[45],[45],"[""EXPORT"", ""JOURNAL"", ""TICKETS"", ""SYSTEME"", ""Bomoko"", ""TicketSystem"", ""PERIODE"", ""GENERE""]",False,factual,candidate_review
eval-065,"Selon «DOC03_Rapport_Strategique», que précise le corpus sur le point suivant : Retard dans l'extension du backbone fibre vers Kisangani et Mbuji-Mayi. + Disponibilité limitée des équipements gNodeB 5 ?","Retard dans l'extension du backbone fibre vers Kisangani et Mbuji-Mayi. + Disponibilité limitée des équipements gNodeB 5G, pouvant retarder l'extension à Goma. + Concurrence accrue sur les offres data pouvant limiter le taux d'adoption 4G/5G attendu. + Recommandations + Prioriser l'achèvement du backbone fibre avant l'extension géographique du pilote 5G au-delà de Lubumbashi, afin de garantir un backhaul fibre plutôt qu'hertzien sur les nouveaux sites 5G. + Conclusion + La stratégie 2026-2028 de Bomoko Telecom repose sur quatre axes convergents : extension de la 5G, achèvement du backbone fibre national, réduction des zones blanches et modernisation du c┼ôur de réseau, avec un objectif de 11,5 millions d'abonnés actifs d'ici fin 2028. + Note de version : ce document (v1.1) est remplacé par la version 2.",[88],[16],[16],"[""Retard"", ""extension"", ""backbone"", ""fibre"", ""Kisangani"", ""Mbuji"", ""Disponibilité"", ""limitée""]",False,factual,candidate_review
eval-066,"Selon «DOC03_Rapport_Strategique_V2», que précise le corpus sur le point suivant : : 55 % de la base totale, contre 48 % fin 2025, en avance sur la trajectoire vers l'objectif de 65 % fixé pour fin 2028 ?",": 55 % de la base totale, contre 48 % fin 2025, en avance sur la trajectoire vers l'objectif de 65 % fixé pour fin 2028. + Projet C┼ôur Nouvelle Génération : migration vers le 5G Core toujours en mode non-standalone (NSA), conforme au calendrier vers la cible standalone (SA) de fin 2028. + Objectifs de couverture réseau (2027-2029) + ├ëtendre le pilote 5G à Goma en 2027, conformément au calendrier initial du Projet Sentinelle 5G. + Achever l'extension du backbone fibre vers Mbuji-Mayi d'ici fin 2028 (décalage d'un an par rapport à l'objectif initial de 2027). + Engager, à partir de 2028, l'extension du backbone fibre vers Kananga, ville non couverte par l'objectif de la version 1.1. + Achever la migration vers le 5G Core standalone d'ici fin 2028, sans changement par rapport à l'objectif initial. + Nouve",[92],[17],[17],"[""totale"", ""contre"", ""avance"", ""trajectoire"", ""objectif"", ""Projet"", ""Nouvelle"", ""Génération""]",False,factual,candidate_review
eval-067,"Selon «DOC12_Finance_Budget_CAPEX», que précise le corpus sur le point suivant : re de l'ensemble des projets d'infrastructure ; chaque direction technique porteuse d'un projet reste responsable de la  ?","re de l'ensemble des projets d'infrastructure ; chaque direction technique porteuse d'un projet reste responsable de la justification de ses décaissements. + Risques + Risque de dépassement budgétaire sur le Projet Fibre Nationale en cas de retard de chantier sur les tronçons interurbains. + Risque de change lié à une part significative des équipements achetés en devises étrangères. + Recommandations + Maintenir une réserve budgétaire de contingence sur le Projet Fibre Nationale, projet le plus exposé au risque de dépassement de délai. + Conclusion + Le suivi budgétaire rigoureux des projets d'infrastructure est une condition nécessaire à l'atteinte des objectifs de couverture et d'abonnés fixés pour la période 2026-2028.",[115],[21],[21],"[""ensemble"", ""projets"", ""infrastructure"", ""chaque"", ""direction"", ""technique"", ""porteuse"", ""projet""]",False,factual,candidate_review
eval-068,"Selon «DOC03_Rapport_Strategique_V2», que précise le corpus sur le point suivant : objectifs sur un horizon glissant 2027-2029. + Situation actuelle (fin 2026, résultats de l'exercice) + Abonnés actifs : ?","objectifs sur un horizon glissant 2027-2029. + Situation actuelle (fin 2026, résultats de l'exercice) + Abonnés actifs : 10,1 millions (contre 9,5 millions fin 2025), en avance sur la trajectoire vers l'objectif de 11,5 millions fixé pour fin 2028. + Couverture 5G : pilote étendu avec succès à Lubumbashi conformément au calendrier du Projet Sentinelle 5G ; l'extension à Goma reste prévue pour 2027. + Backbone fibre : extension achevée vers Kisangani ; l'extension vers Mbuji-Mayi a pris du retard et est désormais ciblée pour 2028 au lieu de 2027, conformément au risque identifié dans la version 1.1 de ce rapport. + Part des abonnés sur offres 4G/5G data : 55 % de la base totale, contre 48 % fin 2025, en avance sur la trajectoire vers l'objectif de 65 % fixé pour fin 2028. + Projet C┼ôur Nouvelle Générat",[91],[17],[17],"[""objectifs"", ""horizon"", ""glissant"", ""Situation"", ""actuelle"", ""résultats"", ""exercice"", ""Abonnés""]",False,factual,candidate_review
eval-069,"Selon «DOC03_Rapport_Strategique», que précise le corpus sur le point suivant : dre 11,5 millions d'abonnés actifs d'ici fin 2028. + Porter la part des abonnés 4G/5G data à 65 % de la base totale, con ?","dre 11,5 millions d'abonnés actifs d'ici fin 2028. + Porter la part des abonnés 4G/5G data à 65 % de la base totale, contre 48 % fin 2025. + Doubler le nombre d'abonnés FTTH résidentiels à Kinshasa d'ici fin 2027. + Croissance de 20 % du chiffre d'affaires entreprise (IP VPN/MPLS, liaisons louées). + Investissements prévus + Investissement CAPEX cumulé estimé sur 2026-2028 : environ 180 millions USD, réparti principalement entre le déploiement 5G, l'extension du backbone fibre, la réduction des zones blanches et la modernisation du c┼ôur de réseau.",[86],[16],[16],"[""millions"", ""abonnés"", ""actifs"", ""Porter"", ""totale"", ""contre"", ""Doubler"", ""nombre""]",False,factual,candidate_review
eval-070,"Selon «DOC05_CoreNetwork_VoLTE_5GCore», que précise le corpus sur le point suivant : ctions réseau ciblées pour virtualisation : gestion de sessions, fonction d'ancrage de mobilité, passerelle de données.  ?","ctions réseau ciblées pour virtualisation : gestion de sessions, fonction d'ancrage de mobilité, passerelle de données. + Responsabilités + La Direction Core Network et Services pilote la migration technique en coordination avec la Direction Technique et Réseaux pour l'alignement avec le déploiement RAN 5G, et avec le NOC pour la supervision de la période de coexistence EPC / 5G Core. + Risques + Risque de complexité opérationnelle pendant la coexistence temporaire des deux c┼ôurs de réseau. + Risque de dépendance à la disponibilité des équipements 5G Core auprès des fournisseurs. + Recommandations + Achever l'extension VoLTE sur l'ensemble des villes couvertes avant d'engager la bascule vers le 5G Core standalone, afin de limiter le nombre de composants en migration simultanée. + Conclusion + La généralisat",[33],[7],[7],"[""ctions"", ""réseau"", ""ciblées"", ""virtualisation"", ""gestion"", ""sessions"", ""fonction"", ""ancrage""]",False,factual,candidate_review
eval-071,"Selon «DOC03_Rapport_Strategique_V2», que précise le corpus sur le point suivant : 29. + Risques + Risque résiduel sur l'extension fibre vers Mbuji-Mayi, déjà matérialisé partiellement en 2026 et désorma ?","29. + Risques + Risque résiduel sur l'extension fibre vers Mbuji-Mayi, déjà matérialisé partiellement en 2026 et désormais recalé à fin 2028. + Nouveau risque : dépendance accrue au financement de la tranche additionnelle de CAPEX pour soutenir les objectifs révisés à la hausse. + Concurrence accrue sur les offres data, risque maintenu depuis la version 1.1 mais partiellement atténué par l'avance observée sur le taux d'adoption 4G/5G en 2026. + Recommandations + Sécuriser le financement de la tranche additionnelle de CAPEX avant le lancement de l'extension fibre vers Kananga, afin de ne pas reproduire le décalage observé sur le tronçon de Mbuji-Mayi. + Conclusion + La revue stratégique 2027-2029 confirme la trajectoire générale fixée en 2026, avec des résultats en avance sur les objectifs d'abonnés et d'a",[96],[17],[17],"[""Risques"", ""Risque"", ""résiduel"", ""extension"", ""fibre"", ""Mbuji"", ""matérialisé"", ""partiellement""]",False,factual,candidate_review
eval-072,"Selon «DOC12_Finance_Budget_CAPEX», que précise le corpus sur le point suivant : et Mbuji-Mayi. + Part CAPEX 2026 allouée au Projet Sentinelle 5G : extension du pilote à Lubumbashi. + Part CAPEX 2026 a ?",et Mbuji-Mayi. + Part CAPEX 2026 allouée au Projet Sentinelle 5G : extension du pilote à Lubumbashi. + Part CAPEX 2026 allouée au Projet Zéro Zone Blanche : couverture rurale et périurbaine. + Part CAPEX 2026 allouée au Projet C┼ôur Nouvelle Génération : préparation de la migration 5G Core. + Procédures + Validation trimestrielle des décaissements CAPEX par projet auprès du Comité de Direction. + Suivi de l'écart entre budget engagé et budget consommé par direction technique porteuse du projet. + Alerte de la Direction Générale en cas d'écart supérieur à 10 % sur un projet donné. + Responsabilités + La Direction Financière consolide et suit l'exécution budgétaire de l'ensemble des projets d'infrastructure ; chaque direction technique porteuse d'un projet reste responsable de la justification de ses décaissem,[114],[21],[21],"[""Mbuji"", ""CAPEX"", ""allouée"", ""Projet"", ""Sentinelle"", ""extension"", ""pilote"", ""Lubumbashi""]",False,factual,candidate_review
